지점,지점명,일시,기온(°C)
108,서울,2022-06-07 00:01,16.7
108,서울,2022-06-07 00:03,16.8
108,서울,2022-06-07 00:04,16.7
108,서울,2022-06-07 00:05,16.7
108,서울,2022-06-07 00:08,16.7
108,서울,2022-06-07 00:09,16.7
108,서울,2022-06-07 00:10,16.7
108,서울,2022-06-07 00:11,16.7
108,서울,2022-06-07 00:12,16.7
108,서울,2022-06-07 00:13,16.7
108,서울,2022-06-07 00:14,16.7
108,서울,2022-06-07 00:15,16.7
108,서울,2022-06-07 00:16,16.7
108,서울,2022-06-07 00:17,16.7
108,서울,2022-06-07 00:18,16.7
108,서울,2022-06-07 00:19,16.7
108,서울,2022-06-07 00:20,16.7
108,서울,2022-06-07 00:21,16.7
108,서울,2022-06-07 00:22,16.7
108,서울,2022-06-07 00:23,16.7
108,서울,2022-06-07 00:24,16.7
108,서울,2022-06-07 00:25,16.7
108,서울,2022-06-07 00:26,16.7
108,서울,2022-06-07 00:27,16.7
108,서울,2022-06-07 00:28,16.7
108,서울,2022-06-07 00:29,16.7
108,서울,2022-06-07 00:30,16.7
108,서울,2022-06-07 00:31,16.7
108,서울,2022-06-07 00:32,16.7
108,서울,2022-06-07 00:33,16.7
108,서울,2022-06-07 00:34,16.7
108,서울,2022-06-07 00:35,16.7
108,서울,2022-06-07 00:36,16.7
108,서울,2022-06-07 00:37,16.7
108,서울,2022-06-07 00:38,16.7
108,서울,2022-06-07 00:39,16.7
108,서울,2022-06-07 00:40,16.7
108,서울,2022-06-07 00:41,16.7
108,서울,2022-06-07 00:42,16.7
108,서울,2022-06-07 00:44,16.7
108,서울,2022-06-07 00:45,16.7
108,서울,2022-06-07 00:46,16.7
108,서울,2022-06-07 00:47,16.7
108,서울,2022-06-07 00:48,16.7
108,서울,2022-06-07 00:49,16.7
108,서울,2022-06-07 00:50,16.7
108,서울,2022-06-07 00:52,16.7
108,서울,2022-06-07 00:53,16.7
108,서울,2022-06-07 00:54,16.7
108,서울,2022-06-07 00:55,16.7
108,서울,2022-06-07 00:56,16.6
108,서울,2022-06-07 00:57,16.6
108,서울,2022-06-07 00:58,16.6
108,서울,2022-06-07 00:59,16.6
108,서울,2022-06-07 01:00,16.6
108,서울,2022-06-07 01:01,16.6
108,서울,2022-06-07 01:02,16.6
108,서울,2022-06-07 01:03,16.6
108,서울,2022-06-07 01:04,16.6
108,서울,2022-06-07 01:05,16.6
108,서울,2022-06-07 01:06,16.6
108,서울,2022-06-07 01:07,16.6
108,서울,2022-06-07 01:08,16.6
108,서울,2022-06-07 01:09,16.6
108,서울,2022-06-07 01:10,16.6
108,서울,2022-06-07 01:11,16.6
108,서울,2022-06-07 01:12,16.6
108,서울,2022-06-07 01:13,16.6
108,서울,2022-06-07 01:14,16.6
108,서울,2022-06-07 01:15,16.6
108,서울,2022-06-07 01:16,16.6
108,서울,2022-06-07 01:17,16.6
108,서울,2022-06-07 01:18,16.6
108,서울,2022-06-07 01:19,16.6
108,서울,2022-06-07 01:20,16.6
108,서울,2022-06-07 01:21,16.6
