지점,지점명,일시,기온(°C)
108,서울,2022-06-02 00:01,18.1
108,서울,2022-06-02 00:02,18.1
108,서울,2022-06-02 00:03,18.1
108,서울,2022-06-02 00:04,18.1
108,서울,2022-06-02 00:05,18.1
108,서울,2022-06-02 00:06,18.1
108,서울,2022-06-02 00:07,18.1
108,서울,2022-06-02 00:08,18.1
108,서울,2022-06-02 00:09,18
108,서울,2022-06-02 00:10,18
108,서울,2022-06-02 00:11,18
108,서울,2022-06-02 00:12,18
108,서울,2022-06-02 00:13,18
108,서울,2022-06-02 00:14,18
108,서울,2022-06-02 00:15,18
108,서울,2022-06-02 00:16,18
108,서울,2022-06-02 00:17,17.9
108,서울,2022-06-02 00:18,17.9
108,서울,2022-06-02 00:19,18
108,서울,2022-06-02 00:20,17.9
108,서울,2022-06-02 00:21,18
108,서울,2022-06-02 00:22,17.9
108,서울,2022-06-02 00:23,17.9
108,서울,2022-06-02 00:24,17.9
108,서울,2022-06-02 00:25,17.9
108,서울,2022-06-02 00:26,17.9
108,서울,2022-06-02 00:27,17.9
108,서울,2022-06-02 00:28,17.9
108,서울,2022-06-02 00:29,17.9
108,서울,2022-06-02 00:30,17.9
108,서울,2022-06-02 00:31,17.8
108,서울,2022-06-02 00:32,17.8
108,서울,2022-06-02 00:33,17.8
108,서울,2022-06-02 00:34,17.8
108,서울,2022-06-02 00:35,17.8
108,서울,2022-06-02 00:36,17.8
108,서울,2022-06-02 00:37,17.8
108,서울,2022-06-02 00:38,17.8
108,서울,2022-06-02 00:39,17.8
108,서울,2022-06-02 00:40,17.8
108,서울,2022-06-02 00:41,17.8
108,서울,2022-06-02 00:42,17.8
108,서울,2022-06-02 00:43,17.8
108,서울,2022-06-02 00:44,17.8
108,서울,2022-06-02 00:45,17.8
108,서울,2022-06-02 00:46,17.8
108,서울,2022-06-02 00:47,17.8
108,서울,2022-06-02 00:48,17.8
108,서울,2022-06-02 00:49,17.7
108,서울,2022-06-02 00:50,17.7
108,서울,2022-06-02 00:51,17.7
108,서울,2022-06-02 00:52,17.7
108,서울,2022-06-02 00:53,17.7
108,서울,2022-06-02 00:54,17.7
108,서울,2022-06-02 00:55,17.7
108,서울,2022-06-02 00:56,17.7
108,서울,2022-06-02 00:57,17.6
108,서울,2022-06-02 00:58,17.6
108,서울,2022-06-02 00:59,17.6
108,서울,2022-06-02 01:00,17.6
108,서울,2022-06-02 01:01,17.7
108,서울,2022-06-02 01:02,17.6
108,서울,2022-06-02 01:03,17.6
108,서울,2022-06-02 01:04,17.6
108,서울,2022-06-02 01:05,17.6
108,서울,2022-06-02 01:06,17.6
108,서울,2022-06-02 01:07,17.6
108,서울,2022-06-02 01:08,17.6
108,서울,2022-06-02 01:09,17.6
108,서울,2022-06-02 01:10,17.6
108,서울,2022-06-02 01:11,17.6
108,서울,2022-06-02 01:12,17.6
108,서울,2022-06-02 01:13,17.6
108,서울,2022-06-02 01:14,17.6
108,서울,2022-06-02 01:15,17.6
108,서울,2022-06-02 01:16,17.6
108,서울,2022-06-02 01:17,17.6
108,서울,2022-06-02 01:18,17.6
108,서울,2022-06-02 01:19,17.6
108,서울,2022-06-02 01:20,17.5
108,서울,2022-06-02 01:21,17.5
108,서울,2022-06-02 01:22,17.5
