지점,지점명,일시,기온(°C)
108,서울,2022-06-05 00:01,24.8
108,서울,2022-06-05 00:02,24.8
108,서울,2022-06-05 00:03,24.7
108,서울,2022-06-05 00:04,24.8
108,서울,2022-06-05 00:05,24.8
108,서울,2022-06-05 00:06,24.7
108,서울,2022-06-05 00:07,24.7
108,서울,2022-06-05 00:08,24.7
108,서울,2022-06-05 00:09,24.7
108,서울,2022-06-05 00:10,24.7
108,서울,2022-06-05 00:11,24.7
108,서울,2022-06-05 00:12,24.7
108,서울,2022-06-05 00:13,24.7
108,서울,2022-06-05 00:14,24.8
108,서울,2022-06-05 00:15,24.8
108,서울,2022-06-05 00:16,24.8
108,서울,2022-06-05 00:17,24.8
108,서울,2022-06-05 00:18,24.8
108,서울,2022-06-05 00:19,24.7
108,서울,2022-06-05 00:20,24.7
108,서울,2022-06-05 00:21,24.7
108,서울,2022-06-05 00:22,24.7
108,서울,2022-06-05 00:23,24.7
108,서울,2022-06-05 00:24,24.7
108,서울,2022-06-05 00:25,24.7
108,서울,2022-06-05 00:26,24.7
108,서울,2022-06-05 00:27,24.7
108,서울,2022-06-05 00:28,24.7
108,서울,2022-06-05 00:29,24.6
108,서울,2022-06-05 00:30,24.6
108,서울,2022-06-05 00:31,24.6
108,서울,2022-06-05 00:32,24.6
108,서울,2022-06-05 00:33,24.6
108,서울,2022-06-05 00:34,24.6
108,서울,2022-06-05 00:35,24.6
108,서울,2022-06-05 00:36,24.6
108,서울,2022-06-05 00:37,24.6
108,서울,2022-06-05 00:38,24.6
108,서울,2022-06-05 00:39,24.6
108,서울,2022-06-05 00:40,24.6
108,서울,2022-06-05 00:41,24.6
108,서울,2022-06-05 00:42,24.6
108,서울,2022-06-05 00:43,24.6
108,서울,2022-06-05 00:44,24.6
108,서울,2022-06-05 00:45,24.6
108,서울,2022-06-05 00:46,24.6
108,서울,2022-06-05 00:47,24.6
108,서울,2022-06-05 00:48,24.6
108,서울,2022-06-05 00:49,24.6
108,서울,2022-06-05 00:50,24.6
108,서울,2022-06-05 00:51,24.6
108,서울,2022-06-05 00:52,24.6
108,서울,2022-06-05 00:53,24.6
108,서울,2022-06-05 00:54,24.6
108,서울,2022-06-05 00:55,24.5
108,서울,2022-06-05 00:56,24.5
108,서울,2022-06-05 00:57,24.5
108,서울,2022-06-05 00:58,24.5
108,서울,2022-06-05 00:59,24.5
108,서울,2022-06-05 01:00,24.5
108,서울,2022-06-05 01:01,24.5
108,서울,2022-06-05 01:02,24.5
108,서울,2022-06-05 01:03,24.5
108,서울,2022-06-05 01:04,24.4
108,서울,2022-06-05 01:05,24.4
108,서울,2022-06-05 01:06,24.4
108,서울,2022-06-05 01:07,24.4
108,서울,2022-06-05 01:08,24.4
108,서울,2022-06-05 01:09,24.4
108,서울,2022-06-05 01:10,24.4
108,서울,2022-06-05 01:11,24.3
108,서울,2022-06-05 01:12,24.3
108,서울,2022-06-05 01:13,24.3
108,서울,2022-06-05 01:14,24.3
108,서울,2022-06-05 01:15,24.3
108,서울,2022-06-05 01:16,24.3
108,서울,2022-06-05 01:17,24.3
108,서울,2022-06-05 01:18,24.3
108,서울,2022-06-05 01:19,24.3
108,서울,2022-06-05 01:20,24.3
108,서울,2022-06-05 01:21,24.3
108,서울,2022-06-05 01:22,24.2
108,서울,2022-06-05 01:23,24.2
108,서울,2022-06-05 01:24,24.2
108,서울,2022-06-05 01:25,24.2
108,서울,2022-06-05 01:26,24.2
108,서울,2022-06-05 01:27,24.2
108,서울,2022-06-05 01:28,24.2
108,서울,2022-06-05 01:29,24.2
108,서울,2022-06-05 01:30,24.1
108,서울,2022-06-05 01:31,24.1
108,서울,2022-06-05 01:32,24.1
108,서울,2022-06-05 01:33,24.1
108,서울,2022-06-05 01:34,24.1
108,서울,2022-06-05 01:35,24.1
108,서울,2022-06-05 01:36,24.1
108,서울,2022-06-05 01:37,24
108,서울,2022-06-05 01:38,24
108,서울,2022-06-05 01:39,24
108,서울,2022-06-05 01:40,24
108,서울,2022-06-05 01:41,24
108,서울,2022-06-05 01:42,24
108,서울,2022-06-05 01:43,24
108,서울,2022-06-05 01:44,24
108,서울,2022-06-05 01:45,24
108,서울,2022-06-05 01:46,23.9
108,서울,2022-06-05 01:47,23.9
108,서울,2022-06-05 01:48,23.9
108,서울,2022-06-05 01:49,23.9
108,서울,2022-06-05 01:50,23.9
108,서울,2022-06-05 01:51,23.9
108,서울,2022-06-05 01:52,23.9
108,서울,2022-06-05 01:53,23.8
108,서울,2022-06-05 01:54,23.8
108,서울,2022-06-05 01:55,23.8
108,서울,2022-06-05 01:56,23.8
108,서울,2022-06-05 01:57,23.8
108,서울,2022-06-05 01:58,23.8
108,서울,2022-06-05 01:59,23.8
108,서울,2022-06-05 02:00,23.8
108,서울,2022-06-05 02:01,23.8
108,서울,2022-06-05 02:02,23.8
108,서울,2022-06-05 02:03,23.8
108,서울,2022-06-05 02:04,23.8
108,서울,2022-06-05 02:05,23.8
108,서울,2022-06-05 02:06,23.8
108,서울,2022-06-05 02:07,23.8
108,서울,2022-06-05 02:08,23.8
108,서울,2022-06-05 02:09,23.8
108,서울,2022-06-05 02:10,23.8
108,서울,2022-06-05 02:11,23.8
108,서울,2022-06-05 02:12,23.8
108,서울,2022-06-05 02:13,23.8
108,서울,2022-06-05 02:14,23.8
108,서울,2022-06-05 02:15,23.8
108,서울,2022-06-05 02:16,23.8
108,서울,2022-06-05 02:17,23.7
108,서울,2022-06-05 02:18,23.7
108,서울,2022-06-05 02:19,23.7
108,서울,2022-06-05 02:20,23.7
108,서울,2022-06-05 02:21,23.7
108,서울,2022-06-05 02:22,23.7
108,서울,2022-06-05 02:23,23.7
108,서울,2022-06-05 02:24,23.7
108,서울,2022-06-05 02:25,23.7
108,서울,2022-06-05 02:26,23.7
108,서울,2022-06-05 02:27,23.7
108,서울,2022-06-05 02:28,23.7
108,서울,2022-06-05 02:29,23.7
108,서울,2022-06-05 02:30,23.6
108,서울,2022-06-05 02:31,23.6
108,서울,2022-06-05 02:32,23.7
108,서울,2022-06-05 02:33,23.7
108,서울,2022-06-05 02:34,23.6
108,서울,2022-06-05 02:35,23.6
108,서울,2022-06-05 02:36,23.6
108,서울,2022-06-05 02:37,23.6
108,서울,2022-06-05 02:38,23.6
108,서울,2022-06-05 02:39,23.6
108,서울,2022-06-05 02:40,23.6
108,서울,2022-06-05 02:41,23.6
108,서울,2022-06-05 02:42,23.6
108,서울,2022-06-05 02:43,23.6
108,서울,2022-06-05 02:44,23.6
108,서울,2022-06-05 02:45,23.6
108,서울,2022-06-05 02:46,23.6
108,서울,2022-06-05 02:47,23.6
108,서울,2022-06-05 02:48,23.6
108,서울,2022-06-05 02:49,23.6
108,서울,2022-06-05 02:50,23.6
108,서울,2022-06-05 02:51,23.6
108,서울,2022-06-05 02:52,23.6
108,서울,2022-06-05 02:53,23.6
108,서울,2022-06-05 02:54,23.5
108,서울,2022-06-05 02:55,23.5
108,서울,2022-06-05 02:56,23.5
108,서울,2022-06-05 02:57,23.5
108,서울,2022-06-05 02:58,23.5
108,서울,2022-06-05 02:59,23.5
108,서울,2022-06-05 03:00,23.5
108,서울,2022-06-05 03:01,23.5
108,서울,2022-06-05 03:02,23.5
108,서울,2022-06-05 03:03,23.5
108,서울,2022-06-05 03:04,23.5
108,서울,2022-06-05 03:05,23.5
108,서울,2022-06-05 03:06,23.4
108,서울,2022-06-05 03:07,23.4
108,서울,2022-06-05 03:08,23.4
108,서울,2022-06-05 03:09,23.4
108,서울,2022-06-05 03:10,23.4
108,서울,2022-06-05 03:11,23.4
108,서울,2022-06-05 03:12,23.4
108,서울,2022-06-05 03:13,23.4
108,서울,2022-06-05 03:14,23.4
108,서울,2022-06-05 03:15,23.4
108,서울,2022-06-05 03:16,23.4
108,서울,2022-06-05 03:17,23.4
108,서울,2022-06-05 03:18,23.4
108,서울,2022-06-05 03:19,23.4
108,서울,2022-06-05 03:20,23.4
108,서울,2022-06-05 03:21,23.4
108,서울,2022-06-05 03:22,23.4
108,서울,2022-06-05 03:23,23.4
108,서울,2022-06-05 03:24,23.3
108,서울,2022-06-05 03:25,23.3
108,서울,2022-06-05 03:26,23.3
108,서울,2022-06-05 03:27,23.3
108,서울,2022-06-05 03:28,23.3
108,서울,2022-06-05 03:29,23.3
108,서울,2022-06-05 03:30,23.3
108,서울,2022-06-05 03:31,23.3
108,서울,2022-06-05 03:32,23.3
108,서울,2022-06-05 03:33,23.3
108,서울,2022-06-05 03:34,23.3
108,서울,2022-06-05 03:35,23.3
108,서울,2022-06-05 03:36,23.3
108,서울,2022-06-05 03:37,23.3
108,서울,2022-06-05 03:38,23.3
108,서울,2022-06-05 03:39,23.3
108,서울,2022-06-05 03:40,23.3
108,서울,2022-06-05 03:41,23.3
108,서울,2022-06-05 03:42,23.3
108,서울,2022-06-05 03:43,23.3
108,서울,2022-06-05 03:44,23.3
108,서울,2022-06-05 03:45,23.3
108,서울,2022-06-05 03:46,23.3
108,서울,2022-06-05 03:47,23.3
108,서울,2022-06-05 03:48,23.3
108,서울,2022-06-05 03:49,23.3
108,서울,2022-06-05 03:50,23.3
108,서울,2022-06-05 03:51,23.3
108,서울,2022-06-05 03:52,23.3
108,서울,2022-06-05 03:53,23.3
108,서울,2022-06-05 03:54,23.3
108,서울,2022-06-05 03:55,23.3
108,서울,2022-06-05 03:56,23.3
108,서울,2022-06-05 03:57,23.3
108,서울,2022-06-05 03:58,23.3
108,서울,2022-06-05 03:59,23.3
108,서울,2022-06-05 04:00,23.3
108,서울,2022-06-05 04:01,23.3
108,서울,2022-06-05 04:02,23.3
108,서울,2022-06-05 04:03,23.3
108,서울,2022-06-05 04:04,23.3
108,서울,2022-06-05 04:05,23.3
108,서울,2022-06-05 04:06,23.3
108,서울,2022-06-05 04:07,23.3
108,서울,2022-06-05 04:08,23.3
108,서울,2022-06-05 04:09,23.3
108,서울,2022-06-05 04:10,23.3
108,서울,2022-06-05 04:11,23.3
108,서울,2022-06-05 04:12,23.3
108,서울,2022-06-05 04:13,23.3
108,서울,2022-06-05 04:14,23.3
108,서울,2022-06-05 04:15,23.3
108,서울,2022-06-05 04:16,23.3
108,서울,2022-06-05 04:17,23.3
108,서울,2022-06-05 04:18,23.3
108,서울,2022-06-05 04:19,23.3
108,서울,2022-06-05 04:20,23.3
108,서울,2022-06-05 04:21,23.3
108,서울,2022-06-05 04:22,23.3
108,서울,2022-06-05 04:23,23.3
108,서울,2022-06-05 04:24,23.3
108,서울,2022-06-05 04:25,23.3
108,서울,2022-06-05 04:26,23.3
108,서울,2022-06-05 04:27,23.3
108,서울,2022-06-05 04:28,23.3
108,서울,2022-06-05 04:29,23.2
108,서울,2022-06-05 04:30,23.3
108,서울,2022-06-05 04:31,23.3
108,서울,2022-06-05 04:32,23.2
108,서울,2022-06-05 04:33,23.2
108,서울,2022-06-05 04:34,23.2
108,서울,2022-06-05 04:35,23.2
108,서울,2022-06-05 04:36,23.2
108,서울,2022-06-05 04:37,23.2
108,서울,2022-06-05 04:38,23.2
108,서울,2022-06-05 04:39,23.2
108,서울,2022-06-05 04:40,23.2
108,서울,2022-06-05 04:41,23.2
108,서울,2022-06-05 04:42,23.2
108,서울,2022-06-05 04:43,23.2
108,서울,2022-06-05 04:44,23.2
108,서울,2022-06-05 04:45,23.1
108,서울,2022-06-05 04:46,23.1
108,서울,2022-06-05 04:47,23.1
108,서울,2022-06-05 04:48,23.1
108,서울,2022-06-05 04:49,23.1
108,서울,2022-06-05 04:50,23.1
108,서울,2022-06-05 04:51,23.1
108,서울,2022-06-05 04:52,23.1
108,서울,2022-06-05 04:53,23.1
108,서울,2022-06-05 04:54,23.1
108,서울,2022-06-05 04:55,23.1
108,서울,2022-06-05 04:56,23.1
108,서울,2022-06-05 04:57,23.1
108,서울,2022-06-05 04:58,23.1
108,서울,2022-06-05 04:59,23.1
108,서울,2022-06-05 05:00,23.1
108,서울,2022-06-05 05:01,23
108,서울,2022-06-05 05:02,23
108,서울,2022-06-05 05:03,23
108,서울,2022-06-05 05:04,23
108,서울,2022-06-05 05:05,23
108,서울,2022-06-05 05:06,23
108,서울,2022-06-05 05:07,23
108,서울,2022-06-05 05:08,23
108,서울,2022-06-05 05:09,23
108,서울,2022-06-05 05:10,23
108,서울,2022-06-05 05:11,23
108,서울,2022-06-05 05:12,23
108,서울,2022-06-05 05:13,23
108,서울,2022-06-05 05:14,23
108,서울,2022-06-05 05:15,22.9
108,서울,2022-06-05 05:16,22.9
108,서울,2022-06-05 05:17,22.9
108,서울,2022-06-05 05:18,22.9
108,서울,2022-06-05 05:19,22.9
108,서울,2022-06-05 05:20,22.9
108,서울,2022-06-05 05:21,22.9
108,서울,2022-06-05 05:22,22.9
108,서울,2022-06-05 05:23,22.9
108,서울,2022-06-05 05:24,22.9
108,서울,2022-06-05 05:25,22.9
108,서울,2022-06-05 05:26,22.9
108,서울,2022-06-05 05:27,22.9
108,서울,2022-06-05 05:28,22.9
108,서울,2022-06-05 05:29,22.9
108,서울,2022-06-05 05:30,22.9
108,서울,2022-06-05 05:31,22.8
108,서울,2022-06-05 05:32,22.8
108,서울,2022-06-05 05:33,22.8
108,서울,2022-06-05 05:34,22.8
108,서울,2022-06-05 05:35,22.8
108,서울,2022-06-05 05:36,22.8
108,서울,2022-06-05 05:37,22.8
108,서울,2022-06-05 05:38,22.8
108,서울,2022-06-05 05:39,22.8
108,서울,2022-06-05 05:40,22.8
108,서울,2022-06-05 05:41,22.8
108,서울,2022-06-05 05:42,22.9
108,서울,2022-06-05 05:43,22.8
108,서울,2022-06-05 05:44,22.8
108,서울,2022-06-05 05:45,22.8
108,서울,2022-06-05 05:46,22.8
108,서울,2022-06-05 05:47,22.8
108,서울,2022-06-05 05:48,22.8
108,서울,2022-06-05 05:49,22.8
108,서울,2022-06-05 05:50,22.8
108,서울,2022-06-05 05:51,22.8
108,서울,2022-06-05 05:52,22.8
108,서울,2022-06-05 05:53,22.8
108,서울,2022-06-05 05:54,22.8
108,서울,2022-06-05 05:55,22.8
108,서울,2022-06-05 05:56,22.8
108,서울,2022-06-05 05:57,22.8
108,서울,2022-06-05 05:58,22.8
108,서울,2022-06-05 05:59,22.8
108,서울,2022-06-05 06:00,22.8
108,서울,2022-06-05 06:01,22.8
108,서울,2022-06-05 06:02,22.8
108,서울,2022-06-05 06:03,22.8
108,서울,2022-06-05 06:04,22.8
108,서울,2022-06-05 06:05,22.8
108,서울,2022-06-05 06:06,22.8
108,서울,2022-06-05 06:07,22.8
108,서울,2022-06-05 06:08,22.8
108,서울,2022-06-05 06:09,22.8
108,서울,2022-06-05 06:10,22.8
108,서울,2022-06-05 06:11,22.8
108,서울,2022-06-05 06:12,22.8
108,서울,2022-06-05 06:13,22.8
108,서울,2022-06-05 06:14,22.8
108,서울,2022-06-05 06:15,22.8
108,서울,2022-06-05 06:16,22.8
108,서울,2022-06-05 06:17,22.8
108,서울,2022-06-05 06:18,22.8
108,서울,2022-06-05 06:19,22.8
108,서울,2022-06-05 06:20,22.8
108,서울,2022-06-05 06:21,22.8
108,서울,2022-06-05 06:22,22.8
108,서울,2022-06-05 06:23,22.8
108,서울,2022-06-05 06:24,22.8
108,서울,2022-06-05 06:25,22.8
108,서울,2022-06-05 06:26,22.8
108,서울,2022-06-05 06:27,22.8
108,서울,2022-06-05 06:28,22.8
108,서울,2022-06-05 06:29,22.8
108,서울,2022-06-05 06:30,22.8
108,서울,2022-06-05 06:31,22.8
108,서울,2022-06-05 06:32,22.8
108,서울,2022-06-05 06:33,22.8
108,서울,2022-06-05 06:34,22.8
108,서울,2022-06-05 06:35,22.8
108,서울,2022-06-05 06:36,22.8
108,서울,2022-06-05 06:37,22.8
108,서울,2022-06-05 06:38,22.8
108,서울,2022-06-05 06:39,22.8
108,서울,2022-06-05 06:40,22.8
108,서울,2022-06-05 06:41,22.8
108,서울,2022-06-05 06:42,22.8
108,서울,2022-06-05 06:43,22.7
108,서울,2022-06-05 06:44,22.8
108,서울,2022-06-05 06:45,22.8
108,서울,2022-06-05 06:46,22.8
108,서울,2022-06-05 06:47,22.8
108,서울,2022-06-05 06:48,22.7
108,서울,2022-06-05 06:49,22.8
108,서울,2022-06-05 06:50,22.8
108,서울,2022-06-05 06:51,22.7
108,서울,2022-06-05 06:52,22.7
108,서울,2022-06-05 06:53,22.7
108,서울,2022-06-05 06:54,22.8
108,서울,2022-06-05 06:55,22.8
108,서울,2022-06-05 06:56,22.7
108,서울,2022-06-05 06:57,22.7
108,서울,2022-06-05 06:58,22.8
108,서울,2022-06-05 06:59,22.7
108,서울,2022-06-05 07:00,22.8
108,서울,2022-06-05 07:01,22.8
108,서울,2022-06-05 07:02,22.8
108,서울,2022-06-05 07:03,22.8
108,서울,2022-06-05 07:04,22.8
108,서울,2022-06-05 07:05,22.8
108,서울,2022-06-05 07:06,22.7
108,서울,2022-06-05 07:07,22.7
108,서울,2022-06-05 07:08,22.7
108,서울,2022-06-05 07:09,22.7
108,서울,2022-06-05 07:10,22.7
108,서울,2022-06-05 07:11,22.7
108,서울,2022-06-05 07:12,22.7
108,서울,2022-06-05 07:13,22.7
108,서울,2022-06-05 07:14,22.7
108,서울,2022-06-05 07:15,22.7
108,서울,2022-06-05 07:16,22.7
108,서울,2022-06-05 07:17,22.7
108,서울,2022-06-05 07:18,22.7
108,서울,2022-06-05 07:19,22.7
108,서울,2022-06-05 07:20,22.7
108,서울,2022-06-05 07:21,22.7
108,서울,2022-06-05 07:22,22.7
108,서울,2022-06-05 07:23,22.7
108,서울,2022-06-05 07:24,22.7
108,서울,2022-06-05 07:25,22.7
108,서울,2022-06-05 07:26,22.7
108,서울,2022-06-05 07:27,22.7
108,서울,2022-06-05 07:28,22.7
108,서울,2022-06-05 07:29,22.7
108,서울,2022-06-05 07:30,22.7
108,서울,2022-06-05 07:31,22.7
108,서울,2022-06-05 07:32,22.7
108,서울,2022-06-05 07:33,22.7
108,서울,2022-06-05 07:34,22.7
108,서울,2022-06-05 07:35,22.7
108,서울,2022-06-05 07:36,22.7
108,서울,2022-06-05 07:37,22.7
108,서울,2022-06-05 07:38,22.7
108,서울,2022-06-05 07:39,22.7
108,서울,2022-06-05 07:40,22.7
108,서울,2022-06-05 07:41,22.7
108,서울,2022-06-05 07:42,22.8
108,서울,2022-06-05 07:43,22.8
108,서울,2022-06-05 07:44,22.7
108,서울,2022-06-05 07:45,22.8
108,서울,2022-06-05 07:46,22.8
108,서울,2022-06-05 07:47,22.7
108,서울,2022-06-05 07:48,22.8
108,서울,2022-06-05 07:49,22.8
108,서울,2022-06-05 07:50,22.8
108,서울,2022-06-05 07:51,22.8
108,서울,2022-06-05 07:52,22.8
108,서울,2022-06-05 07:53,22.8
108,서울,2022-06-05 07:54,22.8
108,서울,2022-06-05 07:55,22.8
108,서울,2022-06-05 07:56,22.8
108,서울,2022-06-05 07:57,22.8
108,서울,2022-06-05 07:58,22.8
108,서울,2022-06-05 07:59,22.9
108,서울,2022-06-05 08:00,22.9
108,서울,2022-06-05 08:01,22.9
108,서울,2022-06-05 08:02,22.9
