지점,지점명,일시,기온(°C)
108,서울,2022-06-04 00:01,22.3
108,서울,2022-06-04 00:02,22.3
108,서울,2022-06-04 00:03,22.3
108,서울,2022-06-04 00:04,22.3
108,서울,2022-06-04 00:05,22.2
108,서울,2022-06-04 00:06,22.2
108,서울,2022-06-04 00:07,22.2
108,서울,2022-06-04 00:08,22.2
108,서울,2022-06-04 00:09,22.2
108,서울,2022-06-04 00:10,22.2
108,서울,2022-06-04 00:11,22.2
108,서울,2022-06-04 00:12,22.2
108,서울,2022-06-04 00:13,22.2
108,서울,2022-06-04 00:14,22.1
108,서울,2022-06-04 00:15,22.2
108,서울,2022-06-04 00:16,22.1
108,서울,2022-06-04 00:17,22.1
108,서울,2022-06-04 00:18,22.1
108,서울,2022-06-04 00:19,22.1
108,서울,2022-06-04 00:20,22.1
108,서울,2022-06-04 00:21,22.1
108,서울,2022-06-04 00:22,22.1
108,서울,2022-06-04 00:23,22.1
108,서울,2022-06-04 00:24,22
108,서울,2022-06-04 00:25,22
108,서울,2022-06-04 00:26,22
108,서울,2022-06-04 00:27,22
108,서울,2022-06-04 00:28,22
108,서울,2022-06-04 00:29,22
108,서울,2022-06-04 00:30,22
108,서울,2022-06-04 00:31,22
108,서울,2022-06-04 00:32,22
108,서울,2022-06-04 00:33,21.9
108,서울,2022-06-04 00:34,21.9
108,서울,2022-06-04 00:35,21.9
108,서울,2022-06-04 00:36,21.8
108,서울,2022-06-04 00:37,21.8
108,서울,2022-06-04 00:38,21.8
108,서울,2022-06-04 00:39,21.8
108,서울,2022-06-04 00:40,21.8
108,서울,2022-06-04 00:41,21.8
108,서울,2022-06-04 00:42,21.8
108,서울,2022-06-04 00:43,21.8
108,서울,2022-06-04 00:44,21.8
108,서울,2022-06-04 00:45,21.8
108,서울,2022-06-04 00:46,21.8
108,서울,2022-06-04 00:47,21.8
108,서울,2022-06-04 00:48,21.7
108,서울,2022-06-04 00:49,21.7
108,서울,2022-06-04 00:50,21.7
108,서울,2022-06-04 00:51,21.7
108,서울,2022-06-04 00:52,21.7
108,서울,2022-06-04 00:53,21.7
108,서울,2022-06-04 00:54,21.7
108,서울,2022-06-04 00:55,21.7
108,서울,2022-06-04 00:56,21.7
108,서울,2022-06-04 00:57,21.7
108,서울,2022-06-04 00:58,21.6
108,서울,2022-06-04 00:59,21.6
108,서울,2022-06-04 01:00,21.6
108,서울,2022-06-04 01:01,21.6
108,서울,2022-06-04 01:02,21.6
108,서울,2022-06-04 01:03,21.6
108,서울,2022-06-04 01:04,21.6
